MLService,Model,Version,GCC,LCC,Period,PayrollService,System,Client,ABKRS,PERNR,PersArea,EmpGroup,EmpSubgroup,ForPeriod,TaxableGross,Year,FilingStatus,TaxExIndicator,ExtraTaxAmount,NumExemptions,FedTaxWithholding
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991241,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991242,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991243,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991244,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991245,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991246,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991249,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991250,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991251,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991252,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991253,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991254,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991255,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991256,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991257,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991258,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991259,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991261,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991262,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991264,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991265,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991266,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991267,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991268,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991269,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991270,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991271,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991272,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991273,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991274,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991275,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991276,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99991277,ZUS1,1,80,201901,115000,2019,1,,0,0,39515.13
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992081,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992082,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992085,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992087,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992088,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992092,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992093,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992094,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992095,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992096,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992097,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992100,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992101,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992102,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992104,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992105,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992106,ZUS1,1,80,201901,9583.34,2019,1,,0,0,1738.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992110,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992111,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992112,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992113,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992114,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992115,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992117,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992118,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992120,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992121,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992123,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992124,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992125,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992127,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992128,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992131,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992132,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992133,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992134,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992135,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992136,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992137,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992138,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992139,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992144,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992145,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992146,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992147,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992148,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992149,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992150,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992151,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992152,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992153,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992154,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992155,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992156,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992157,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992158,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992159,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992162,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992163,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992166,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992167,ZUS1,1,80,201901,8625,2019,1,,0,0,1508.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992168,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992169,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992170,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992171,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992172,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992173,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992174,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992175,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992177,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992178,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992180,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992182,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992183,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992184,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992187,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992188,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992190,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992191,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992192,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992193,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992194,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992195,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992196,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
